customer_id,last_name,first_name,middle_name,phone_number,birth_dt,address
1105318,Воробьев,Арсен,Михайлович,831642,"08.11.1991",Калуга
1125364,Нестерова,Алина,Захаровна,869079,31.10.1999,Иваново
1125538,Казакова,Алиса,Мироновна,803438,11.07.1978,Ревда
1156414,Бородин,Руслан,Иванович,811046,23.06.1946,Сергиев Посад
1220217,Назарова,Александра,Андреевна,883036,15.10.1977,Балаково
1233520,Жуков,Сергей,Данилович,824260,"27.09.1990",Элиста
1278173,Калашников,Демид,Андреевич,868850,"08.03.1949",Махачкала
1291926,Попов,Константин,Платонович,893884,12.11.1944,Елабуга
1322312,Лаптев,Ян,Кириллович,899993,19.12.1975,Ржев
1334341,Филиппов,Алексей,Григорьевич,884280,"02.04.1972",Видное
1336205,Михеева,Лидия,Германовна,897717,16.09.1945,Златоуст
1338867,Белов,Артур,Святославович,818678,29.07.1952,Усолье-Сибирское
1388281,Андреева,Софья,Руслановна,815969,"05.12.1943",Ангарск
1432858,Макарова,Анна,Георгиевна,863409,16.09.1977,Обнинск
1436524,Соколова,Виктория,Данииловна,829163,26.06.1951,Кострома
1469502,Парамонова,Елизавета,Филипповна,877561,"07.06.1996",Барнаул
1484345,Морозов,Алексей,Русланович,825083,30.09.1958,Щекино
1559089,Белоусова,Василиса,Гордеевна,802956,"01.05.1963",Ангарск
1587527,Рыбакова,Елизавета,Данииловна,859059,14.12.1942,Димитровград
1644687,Ефремов,Матвей,Маркович,853102,25.05.1991,Черногорск
1678715,Борисов,Александр,Никитич,890445,19.10.1957,Жуковский
1698098,Никифоров,Глеб,Всеволодович,812392,"08.12.1944",Бийск
1746162,Смирнов,Родион,Даниилович,819286,10.01.1949,Туапсе
1757142,Бирюкова,Александра,Захаровна,834705,25.03.1993,Батайск
1759350,Пименов,Даниил,Глебович,810592,12.09.1945,Гудермес
1768745,Рогова,Милана,Андреевна,836834,12.10.1961,Шадринск
1788676,Чернов,Алексей,Степанович,862037,21.04.1943,Ишим
1806908,Новиков,Вадим,Маркович,818287,"09.09.1989",Волжский
1825752,Андреева,Ольга,Александровна,837821,30.04.1967,Озерск (Челябинская область)
1827107,Евдокимова,Алиса,Мироновна,838513,"21.10.1970",Выкса
1838335,Абрамова,Вера,Марковна,881695,"05.12.1977",Железногорск (Красноярский край)
1860821,Федоров,Илья,Никитич,824973,21.03.1953,Шуя
1908237,Ильинский,Кирилл,Фёдорович,831991,"01.11.1964",Бугульма
1916207,Наумова,Дарья,Ивановна,838884,26.04.1987,Верхняя Пышма
1917173,Носова,Екатерина,Святославовна,814486,27.05.1945,Раменское
1918693,Климова,Татьяна,Егоровна,804474,18.01.1948,Сургут
1928249,Орлов,Сергей,Максимович,869941,"23.08.1950",Владимир
1939578,Воробьева,Екатерина,Юрьевна,886463,22.04.1972,Брянск
1947571,Алексеева,Мария,Максимовна,865697,22.07.1991,Березовский (Свердловская область)
2033294,Михайлов,Дмитрий,Владимирович,815936,"05.01.1946",Кириши
2039915,Михайлова,Амина,Тимуровна,872333,29.04.1942,Северск
2067146,Сергеев,Михаил,Филиппович,876231,21.03.1988,Волжский
2073967,Касаткина,Софья,Борисовна,813110,"04.12.1941",Сергиев Посад
2080808,Андреева,Мария,Андреевна,846468,23.01.1951,Березники
2102900,Дружинина,София,Глебовна,851387,"08.06.1965",Лыткарино
2122115,Горбачев,Антон,Денисович,843683,20.01.1959,Чистополь
2125342,Козловский,Роберт,Петрович,893189,29.07.1942,Минусинск
2130937,Исаев,Эрик,Александрович,863260,16.11.1983,Асбест
2140545,Лаврентьев,Григорий,Дмитриевич,876440,28.05.1954,Лениногорск
2181414,Королева,Алия,Матвеевна,813142,17.04.1968,Всеволожск
2193120,Казаков,Матвей,Михайлович,893340,14.09.2002,Нефтеюганск
2215761,Моргунова,Анна,Александровна,891347,20.11.1959,Владикавказ
2227895,Антонов,Дмитрий,Артёмович,840300,15.06.1989,Лесосибирск
2239595,Софронова,Полина,Олеговна,828315,"04.06.1993",Киселевск
2250569,Владимирова,Полина,Дмитриевна,824766,17.12.1971,Северодвинск
2363205,Майорова,Алиса,Фёдоровна,835773,"01.05.1994",Симферополь
2365208,Марков,Ярослав,Филиппович,868862,29.01.1965,Ростов-на-Дону
2407002,Кудрявцева,Анастасия,Яновна,883362,23.07.1991,Усть-Илимск
2437302,Петрова,Елизавета,Владимировна,855922,14.07.1987,Черногорск
2456567,Данилов,Василий,Даниилович,800130,"06.09.2002",Тольятти
2466608,Яковлев,Михаил,Даниилович,829775,30.01.1969,Черкесск
2471692,Исаев,Мирон,Андреевич,813629,"31.05.1960",Тихвин
2491745,Орлов,Давид,Андреевич,874478,"04.12.1968",Борисоглебск
2498535,Черных,Вероника,Александровна,860093,31.12.1991,Когалым
2516946,Зубова,Виктория,Николаевна,809312,25.08.1967,Белореченск
2522296,Васильев,Михаил,Андреевич,892281,27.02.1945,Электросталь
2523079,Григорьева,Софья,Ильинична,887487,"02.04.1991",Воскресенск
2546847,Андреева,Нина,Ильинична,837857,15.06.1949,Кстово
2551848,Завьялова,Мария,Романовна,826349,10.01.1966,Усолье-Сибирское
2565819,Воробьева,Анастасия,Ивановна,835837,20.08.1982,Краснотурьинск
2576384,Горбачева,Милана,Михайловна,867269,27.02.1946,Сертолово
2627693,Грачев,Максим,Александрович,848068,"09.11.1990",Черемхово
2627864,Леонтьева,Мария,Захаровна,829131,11.04.1943,Рубцовск
2649465,Соколов,Михаил,Ильич,824148,20.12.1978,Кинешма
2654849,Осипов,Владислав,Демьянович,851808,22.09.1951,Уфа
2733795,Исаев,Фёдор,Демидович,812697,"09.04.1982",Видное
2740696,Юдина,Оливия,Владимировна,878079,26.10.1957,Борисоглебск
2769270,Васильева,Яна,Михайловна,889387,"03.08.1946",Екатеринбург
2794874,Лукьянова,София,Егоровна,872297,"07.11.1953",Железногорск (Красноярский край)
2839353,Крюков,Кирилл,Александрович,876822,"07.06.1996",Буденновск
2840310,Гришин,Савелий,Денисович,800604,22.07.1997,Щелково
2841676,Кузнецов,Павел,Александрович,845793,"07.03.1966",Чапаевск
2863917,Белова,Полина,Андреевна,886551,12.06.1964,Ставрополь
2893413,Степанов,Алексей,Русланович,858662,12.10.1976,Керчь
2903945,Виноградов,Дмитрий,Константинович,862622,21.12.1961,Мелеуз
2911210,Антипов,Алексей,Андреевич,878137,12.01.1953,Заречный
2912609,Александрова,Камилла,Арсеновна,843353,"02.05.1958",Полевской
2929238,Прохорова,Алёна,Кирилловна,837263,15.11.1953,Бердск
2951321,Гончарова,Варвара,Александровна,864091,18.10.1946,Йошкар-Ола
2962652,Мальцев,Александр,Максимович,874836,29.10.1973,Вольск
2968078,Максимова,Мирослава,Артёмовна,847704,26.04.1976,Стерлитамак
2996899,Черняева,Милана,Алексеевна,821460,15.10.1966,Фрязино
3073231,Егорова,Амина,Григорьевна,848560,20.04.1952,Энгельс
3097030,Семенов,Александр,Михайлович,891020,"08.10.1962",Одинцово
3098667,Богомолов,Святослав,Адамович,819762,24.04.1978,Артем
3112132,Барсуков,Дмитрий,Александрович,858377,21.03.1962,Солнечногорск
3163123,Кузнецова,Надежда,Владимировна,897968,16.01.1954,Южно-Сахалинск
3164033,Беляев,Владимир,Артёмович,814178,"01.12.1943",Михайловка
3164493,Родионова,Маргарита,Сергеевна,852241,"12.06.2000",Волжск
3187128,Щербаков,Александр,Богданович,816664,17.11.1969,Братск
3187735,Ширяева,Анна,Богдановна,802957,"04.01.1995",Мытищи
3197234,Абрамов,Иван,Владиславович,845041,24.06.1983,Чебоксары
3205971,Лыкова,Виктория,Егоровна,847270,15.05.1953,Гусь-Хрустальный
3210571,Панфилов,Егор,Даниилович,824945,14.09.1988,Ставрополь
3223560,Власова,Арина,Никитична,804783,"05.02.2003",Балахна
3232209,Петрова,Мария,Мироновна,885271,"02.01.1958",Евпатория
3237649,Крюкова,Софья,Дмитриевна,805284,11.08.1974,Юрга
3258133,Егорова,Екатерина,Глебовна,850819,17.11.1998,Томск
3269950,Полякова,Малика,Кирилловна,818878,25.02.1947,Гудермес
3277864,Белов,Артур,Даниилович,876545,20.06.1975,Воркута
3286151,Виноградова,Софья,Егоровна,881577,16.03.1957,Таганрог
3287460,Александров,Евгений,Егорович,832355,"06.04.1972",Вологда
3316103,Петрова,Василиса,Романовна,877239,"01.07.1965",Самара
3318448,Козлов,Мирон,Демидович,825599,30.08.1973,Архангельск
3320234,Попова,Нина,Михайловна,868072,30.01.1976,Котлас
3320816,Матвеев,Константин,Данилович,815148,19.09.1956,Кумертау
3340564,Анисимова,Таисия,Алексеевна,844927,"23.07.1990",Солнечногорск
3344608,Никитина,Маргарита,Ивановна,882392,20.04.1999,Армавир
3348290,Рыбаков,Максим,Петрович,862400,17.07.1967,Якутск
3352639,Панков,Егор,Антонович,817343,15.12.1981,Лиски
3363037,Макарова,Анна,Ивановна,839632,"10.01.1990",Новочебоксарск
3390627,Зуев,Максим,Владиславович,890081,19.11.1985,Заречный
3423229,Кириллов,Юрий,Александрович,888840,15.06.1989,Артем
3439255,Бирюков,Тимофей,Константинович,894261,16.03.1955,Ступино
3453181,Филимонов,Лев,Владимирович,856893,16.04.2003,Петрозаводск
3488569,Федотова,Кира,Арсентьевна,841276,"08.01.1977",Тула
3508936,Латышев,Всеволод,Кириллович,854761,"09.08.1945",Кропоткин
3581230,Трифонова,Александра,Артёмовна,859478,27.10.2002,Бузулук
3591982,Ларионов,Фёдор,Евгеньевич,848205,"04.02.1952",Искитим
3602877,Соколов,Павел,Матвеевич,812879,"06.11.1952",Сибай
3603634,Пономарева,Арина,Игоревна,829711,"20.11.1940",Соликамск
3656851,Иванова,Мария,Никитична,838649,"02.06.1943",Ейск
3656857,Афанасьева,Ульяна,Марковна,807904,23.07.1973,Долгопрудный
3669675,Макаров,Артём,Богданович,885810,"06.05.1975",Симферополь
3699199,Емельянов,Марк,Фёдорович,897176,19.05.1991,Сыктывкар
3704618,Мартынова,София,Львовна,899096,29.07.1968,Туймазы
3730827,Иванова,Екатерина,Адамовна,898415,20.06.1964,Лабинск
3744940,Давыдов,Денис,Матвеевич,854404,"06.06.1949",Славянск-на-Кубани
3847672,Волков,Михаил,Арсентьевич,852226,10.04.1977,Миасс
3863105,Чистяков,Артём,Фёдорович,882946,27.01.1941,Назарово
3881923,Пономарев,Борис,Фёдорович,881888,23.07.1988,Свободный
3892795,Зиновьев,Никита,Кириллович,854485,"05.10.1997",Белогорск (Амурская область)
3896175,Дроздов,Демьян,Андреевич,829718,17.11.1991,Кисловодск
3896308,Калмыкова,Анна,Романовна,871977,21.11.1966,Узловая
3933211,Козлова,Арина,Яромировна,824371,15.10.1979,Новочеркасск
3973617,Воронцов,Алексей,Тимофеевич,836482,31.03.1999,Урус-Мартан
4036724,Николаев,Кирилл,Ярославович,830538,16.07.2003,Шахты
4037291,Грачев,Евгений,Савельевич,873599,21.02.1946,Тимашевск
4061505,Архипов,Михаил,Иванович,880416,"01.07.1971",Новоалтайск
4090948,Постникова,Анна,Андреевна,863488,"14.01.1980",Салават
4104376,Кузьмина,Анастасия,Львовна,895895,20.01.1959,Сочи
4104890,Уваров,Иван,Максимович,824591,15.12.1989,Пятигорск
4141232,Тарасова,Алина,Тимуровна,817855,12.12.2002,Клинцы
4147721,Смирнов,Максим,Даниилович,812132,29.01.1952,Буденновск
4147806,Журавлев,Максим,Кириллович,844605,18.08.1989,Благовещенск (Амурская область)
4161982,Ильин,Дмитрий,Александрович,855925,"01.07.1996",Майкоп
4180347,Денисов,Али,Матвеевич,858093,11.08.1985,Армавир
4189625,Егорова,Елизавета,Демидовна,894030,"21.05.1990",Сызрань
4200162,Симонов,Степан,Матвеевич,814856,"02.09.1947",Елец
4244509,Михеева,Мария,Ивановна,830279,"30.07.1980",Урус-Мартан
4259101,Дементьев,Степан,Максимович,806349,29.11.1995,Воронеж
4296424,Вешнякова,Дарья,Данииловна,892102,14.06.1983,Щекино
4334962,Николаева,Кристина,Владимировна,866377,27.09.1956,Жигулевск
4348302,Нестерова,Елизавета,Александровна,830259,11.07.1977,Воронеж
4350633,Кулакова,Диана,Фёдоровна,825977,22.02.2001,Владимир
4374148,Быкова,Алиса,Кирилловна,896533,"01.05.1972",Воткинск
4376295,Мельникова,Ника,Ярославовна,822405,24.05.1973,Саратов
4378452,Калашников,Платон,Леонидович,835824,"03.11.1980",Биробиджан
4398096,Балашова,Маргарита,Лукинична,872182,19.08.1961,Фрязино
4429780,Гордеева,Лейла,Романовна,879059,16.12.1993,Королев
4438991,Лобанова,Алия,Ивановна,863547,15.07.1951,Братск
4451659,Васильев,Артём,Артёмович,830842,27.03.1993,Первоуральск
4470621,Ефремова,Анастасия,Артёмовна,837337,20.10.1977,Лысьва
4494818,Абрамова,Ангелина,Вячеславовна,879367,28.11.1944,Смоленск
4498799,Яковлев,Георгий,Денисович,843679,15.08.1966,Череповец
4534342,Овчинникова,Майя,Матвеевна,815366,25.09.2002,Волгодонск
4536632,Воробьев,Сергей,Никитич,805059,"03.04.1985",Канск
4536683,Маслов,Георгий,Артемьевич,848506,"02.12.1975",Сургут
4557282,Кузнецова,Евгения,Егоровна,846055,27.02.1983,Зеленогорск
4564013,Поляков,Фёдор,Сергеевич,885464,"01.09.1952",Москва
4565766,Аксенов,Богдан,Александрович,892170,23.08.1982,Копейск
4617094,Свешников,Артур,Романович,825970,26.02.1999,Вольск
4630878,Рыбаков,Яков,Алексеевич,884481,10.09.1989,Юрга
4631776,Федотов,Денис,Максимович,882780,28.08.1987,Анжеро-Судженск
4641043,Яшин,Михаил,Фёдорович,844521,"30.09.2000",Анжеро-Судженск
4645602,Ларина,Екатерина,Артёмовна,856365,10.07.1941,Феодосия
4659372,Ильин,Никита,Кириллович,852425,30.06.1985,Елабуга
4683435,Фролова,Ева,Ильинична,879450,"19.08.1990",Электросталь
4687080,Коровина,Милана,Ивановна,881356,21.05.1948,Ессентуки
4713578,Павлов,Кирилл,Артурович,833755,17.11.1971,Ханты-Мансийск
4738182,Скворцова,Алина,Михайловна,881281,"03.08.1981",Тимашевск
4748490,Авдеева,Екатерина,Григорьевна,879769,16.09.1985,Губкин
4773017,Крылова,Василиса,Дмитриевна,896315,13.05.1989,Бийск
4775564,Семенов,Даниил,Иванович,893303,"19.08.1940",Чита
4808420,Беляева,Варвара,Максимовна,858457,12.01.2001,Назрань
4812043,Жукова,Вера,Львовна,844628,18.07.2002,Щелково
4812339,Зайцева,Виктория,Елисеевна,806175,13.12.1951,Псков
4814995,Зотова,Ксения,Данииловна,807413,"01.12.2000",Чайковский
4818421,Кондратьева,Алёна,Дмитриевна,804932,11.06.1961,Елец
4834931,Быков,Георгий,Максимович,829150,"05.11.1973",Камышин
4906435,Зайцев,Владимир,Викторович,871785,13.03.1969,Тамбов
4909710,Петров,Сергей,Матвеевич,820699,17.01.1986,Арсеньев
4947863,Сухарева,Вероника,Германовна,830734,17.03.1957,Пенза
4948747,Ковалев,Михаил,Владимирович,820826,23.03.1968,Балашиха
4951223,Андреев,Михаил,Глебович,800533,22.04.1999,Уссурийск
4954842,Михайлов,Максим,Никитич,871664,15.03.1948,Ишимбай
4963142,Пахомова,Вера,Ярославовна,890598,"08.11.1948",Иваново
4964488,Комарова,Василиса,Матвеевна,821573,"06.04.1970",Сосновый Бор
4966258,Сорокин,Георгий,Артемьевич,825915,"05.09.1963",Новый Уренгой
4997613,Князева,Милана,Германовна,802927,"23.12.1950",Барнаул
5001580,Попов,Сергей,Артёмович,813933,"23.04.1970",Сосновый Бор
5025416,Кудряшова,Ксения,Александровна,811362,"01.06.1983",Невинномысск
5031080,Мухина,Анастасия,Давидовна,893902,15.06.1949,Старый Оскол
5070558,Степанов,Владимир,Макарович,896113,23.05.1952,Туапсе
5122784,Спиридонов,Артём,Георгиевич,848021,"11.08.1980",Хабаровск
5126609,Попов,Иван,Константинович,877772,14.10.1995,Дзержинск
5132474,Ефимова,Ксения,Владимировна,850082,21.04.1981,Донской
5178045,Зубова,Маргарита,Михайловна,875375,29.12.1966,Донской
5186556,Ермилова,Дарья,Андреевна,862106,18.12.1976,Каменск-Шахтинский
5199655,Коротков,Максим,Маркович,829272,15.06.1982,Санкт-Петербург
5202940,Крылов,Родион,Вячеславович,829859,"06.04.1985",Свободный
5277103,Петрова,Майя,Данииловна,818216,"08.12.1984",Азов
5287635,Прохорова,Мадина,Константиновна,830143,"05.06.1969",Воркута
5327818,Кочергин,Максим,Билалович,875180,"07.11.1997",Кирово-Чепецк
5348771,Гордеев,Матвей,Артёмович,819502,"28.02.1980",Тамбов
5355222,Серов,Роман,Маркович,863584,29.03.1986,Нижний Тагил
5385017,Никифоров,Матвей,Даниилович,839434,"09.02.1974",Кунгур
5430901,Казаков,Илья,Ярославович,870401,"02.01.2001",Дербент
5511796,Ефимов,Алексей,Александрович,880847,24.04.1949,Ноябрьск
5533413,Козлов,Иван,Артёмович,861484,"05.10.1993",Железногорск (Курская область)
5603214,Андреев,Михаил,Ильич,805672,"05.10.1955",Димитровград
5605913,Карасев,Матвей,Матвеевич,894652,29.05.1944,Буйнакск
5635923,Левина,Софья,Игоревна,813510,24.06.1991,Александров
5665531,Морозова,Анна,Арсентьевна,847171,13.02.1967,Нягань
5678004,Сорокина,Анна,Матвеевна,851671,12.11.1998,Егорьевск
5684078,Рыбаков,Макар,Дамирович,879689,13.11.1994,Смоленск
5755341,Моисеев,Дмитрий,Даниэльевич,868489,"03.09.1986",Избербаш
5761311,Захарова,Валентина,Евгеньевна,834166,13.03.1991,Павлово
5852935,Самсонова,Мелания,Тимуровна,890805,"10.03.1950",Выкса
5875923,Мальцева,Варвара,Артуровна,878262,"11.06.2000",Дубна
5893207,Жукова,Мария,Ярославовна,884453,26.01.1963,Горно-Алтайск
5907832,Сафонов,Константин,Давидович,894284,26.07.1966,Анапа
5908034,Демидов,Дмитрий,Михайлович,861957,24.05.1999,Чехов
5932958,Леонтьев,Максим,Михайлович,846394,29.08.1986,Волгоград
5937818,Алексеев,Даниил,Константинович,843284,22.11.1944,Ногинск
5955589,Яковлев,Виктор,Вадимович,815782,18.08.1975,Уфа
5955822,Орлов,Фёдор,Иванович,850213,"07.01.1967",Калининград
5980316,Козлов,Кирилл,Егорович,852898,"02.08.1997",Ульяновск
5981398,Богомолов,Степан,Павлович,824814,20.11.1985,Балахна
6022622,Федорова,Олеся,Георгиевна,872364,"06.05.1951",Красноярск
6043995,Васильева,Варвара,Матвеевна,872921,24.03.1984,Пушкино
6071307,Березин,Даниэль,Ильич,873734,"17.07.1960",Выборг
6075539,Федоров,Андрей,Эрикович,826237,10.06.1983,Дзержинск
6080668,Тимофеев,Арсений,Александрович,830505,24.01.1996,Выборг
6086732,Широков,Савелий,Марсельевич,860337,20.04.1983,Новотроицк
6109375,Иванова,Алиса,Львовна,831292,"08.12.1942",Новокузнецк
6118259,Филатов,Дмитрий,Константинович,882248,12.02.1942,Глазов
6139190,Коновалов,Дмитрий,Миронович,850425,17.11.1964,Арсеньев
6145504,Симонов,Игорь,Тимофеевич,849404,26.04.1942,Анапа
6173911,Данилова,Мария,Максимовна,838826,"01.05.1993",Белово
6177237,Петухова,Фатима,Ивановна,895222,26.07.1946,Ялта
6235073,Щеглов,Иван,Матвеевич,844510,15.07.1972,Верхняя Пышма
6239636,Сидорова,Анастасия,Яновна,856834,17.09.1967,Лобня
6276862,Васильев,Максим,Макарович,842886,22.04.1948,Набережные Челны
6286907,Клюев,Матвей,Тимурович,830202,"03.09.1961",Тихорецк
6319082,Басова,Виктория,Данииловна,849506,"16.09.1950",Иркутск
6350976,Сидорова,Екатерина,Константиновна,806852,"07.03.2001",Великие Луки
6358354,Горбунов,Георгий,Денисович,878616,10.09.1952,Гатчина
6370195,Михайлова,Анна,Мироновна,802180,"05.08.1999",Тобольск
6371316,Калашникова,Валерия,Макаровна,807584,"03.11.1996",Шахты
6397165,Злобина,Елизавета,Марковна,879722,16.04.1996,Хасавюрт
6408200,Андреева,Валерия,Олеговна,856462,"19.07.1950",Горно-Алтайск
6510939,Александрова,София,Александровна,866634,16.08.1948,Шали
6515059,Макарова,Василиса,Фёдоровна,886495,20.12.1979,Белгород
6517519,Иванова,Ксения,Арсентьевна,877857,"02.10.1969",Владивосток
6520695,Мальцева,Александра,Павловна,899331,26.12.1953,Великий Новгород
6550808,Потапов,Борис,Александрович,894022,"03.06.1958",Наро-Фоминск
6583379,Фадеев,Михаил,Игоревич,898306,26.07.1973,Белебей
6615705,Зайцев,Степан,Дмитриевич,833789,21.12.1992,Шали
6680279,Васильев,Матвей,Иванович,830495,16.10.1977,Сальск
6680512,Волков,Роман,Даниилович,800022,"08.07.1975",Серпухов
6729940,Дегтярев,Арсений,Иванович,875688,19.05.1969,Белореченск
6739793,Иванова,Кира,Ярославовна,862044,14.11.1971,Ачинск
6740090,Дорофеева,Арина,Мироновна,870508,16.04.1954,Георгиевск
6766988,Смирнов,Андрей,Максимович,832650,29.05.2003,Узловая
6803453,Еремина,Амелия,Михайловна,855390,21.05.1963,Белгород
6809972,Ермаков,Алексей,Петрович,819329,25.09.1977,Азов
6811586,Фомин,Максим,Александрович,857841,27.03.1984,Апатиты
6858906,Сазонов,Филипп,Михайлович,839619,21.04.1995,Подольск
6888217,Цветкова,Мия,Данииловна,808070,23.02.1949,Кемерово
6908036,Сухов,Артём,Георгиевич,803711,16.11.1943,Ярославль
6922838,Романов,Степан,Мирославович,847127,27.05.1985,Альметьевск
6929364,Макаров,Тимофей,Григорьевич,889847,26.11.1964,Мичуринск
6971132,Чернова,Антонина,Ярославовна,843588,15.06.2003,Сыктывкар
7000636,Никонова,Алиса,Денисовна,816943,26.06.1954,Абакан
7013402,Фирсова,Мария,Даниэльевна,848563,"05.04.1947",Тобольск
7081465,Золотарев,Алексей,Савельевич,884761,"06.08.1987",Сочи
7108795,Латышев,Богдан,Дмитриевич,884185,17.09.1951,Жигулевск
7130090,Хомякова,Анна,Александровна,811555,"07.04.1963",Тверь
7141004,Гордеев,Илья,Максимович,854857,"01.07.1992",Сибай
7146160,Зыкова,Анна,Максимовна,807927,11.03.2001,Сертолово
7147379,Константинова,Ксения,Данииловна,869826,22.02.1995,Уссурийск
7174299,Успенский,Дмитрий,Адамович,849903,24.07.1949,Улан-Удэ
7199090,Жуков,Сергей,Дмитриевич,844197,22.11.1979,Гуково
7244925,Мельников,Лев,Каримович,873243,29.11.1943,Воткинск
7253873,Русаков,Алексей,Артёмович,885450,"06.10.1986",Ухта
7299432,Романова,Мария,Степановна,814000,14.07.1944,Зеленодольск
7321157,Ефимов,Матвей,Ильич,836988,20.07.1941,Челябинск
7340071,Давыдова,Полина,Ивановна,809142,22.07.1984,Оренбург
7349502,Федоров,Филипп,Миронович,861527,22.02.1944,Георгиевск
7352391,Раков,Даниил,Михайлович,822934,21.07.1957,Кузнецк
7375328,Калинина,Таисия,Ибрагимовна,883723,"09.03.1946",Каспийск
7381334,Кузнецова,Алина,Тимофеевна,854553,28.01.1995,Ковров
7382995,Губанов,Иван,Артемьевич,854169,"26.01.1960",Тверь
7397121,Скворцов,Александр,Глебович,832017,28.07.1998,Мурманск
7425572,Титов,Марк,Давидович,849155,"20.08.1980",Геленджик
7431085,Горюнова,Алина,Владиславовна,813829,12.11.1956,Серпухов
7431664,Павлова,Юлия,Фёдоровна,810383,31.01.1989,Алексин
7486474,Волкова,Вера,Дмитриевна,846180,"06.06.1964",Петропавловск-Камчатский
7522060,Попова,Мария,Романовна,862864,24.11.1942,Апатиты
7528079,Данилова,Виктория,Леонидовна,841877,10.08.1964,Боровичи
7571024,Губанова,Екатерина,Матвеевна,821848,23.01.1983,Великий Новгород
7586335,Васильева,Стефания,Денисовна,802301,"02.07.1963",Красногорск
7601333,Яковлев,Денис,Денисович,897762,14.10.1973,Омск
7615686,Цветкова,Кира,Ярославовна,808535,15.02.1981,Белебей
7637780,Крылов,Егор,Андреевич,877936,"07.07.1968",Сарапул
7664568,Герасимова,Екатерина,Евгеньевна,893519,"26.07.1970",Биробиджан
7728365,Селиванова,Алёна,Ильинична,861118,"30.09.1980",Северодвинск
